VAR1,VAR2,VAR3,VAR4,VAR5,VAR6,VAR7,VAR8,VAR9,VAR10,VAR11,VAR12,VAR13,VAR14,VAR15,VAR16,VAR17,VAR18,VAR19,VAR20
16,932.9411765,0.138888889,35.71428571,619.6716088,27.27272727,1.176070766,198.0790007,,58.63254762,,250.2085071,,2,,1.393771487,,0,0,106.3321859
17,995.2941176,0.111111111,,612.2259978,13.18181818,0.714512372,196.9708219,4.846830737,58.63254762,0.896030026,,13.33333333,1,13.33333333,1.103363716,,0,0,106.5834768
18,945.8823529,0.151388889,35.71428571,635.8898407,8.181818182,1.50984356,199.1031076,,58.63254762,0.116421535,120.1000834,7.333333333,1,7.333333333,1.919762172,,0,0,99.70567986
19,936.4705882,0.138888889,,649.9599971,,2.420386225,200.8702821,,58.63254762,,,,2,,3.099542752,,0,0,109.5421687
20,910.5882353,0.388888889,214.2857143,619.3162223,8.181818182,0.7141615,197.2358382,71.22659468,58.63254762,4.744870523,,6.533333333,1,6.533333333,1.186389251,346.72,0,0,48.7091222
21,929.4117647,0.138888889,178.5714286,772.3407719,3.272727273,0.704294107,207.0217941,1.02241178,58.63254762,6.67829958,180.1501251,7.266666667,1,16.66666667,1.052570913,1000,0,0,98.01893287
22,891.7647059,0.055555556,214.2857143,611.5747476,13.63636364,4.155310886,211.625699,75.6884168,,15.25607194,0.834028357,8.333333333,1,10.86666667,4.205309382,1000,0,1,273.9156627
23,878.8235294,0.138888889,107.1428571,611.5747476,1.023636364,0.71827172,197.1984045,22.08666116,,0.420642092,,5,1,5,1.073025945,,0,1,121.7401033
24,981.1764706,0.2,,626.8493669,10,1.081274338,198.5122487,66.1444809,58.63254762,2.043613724,20.01668057,13.33333333,1,13.33333333,1.141073406,,1,0,114.7435456
25,967.0588235,0.388888889,,631.22955,9.090909091,1.25719391,198.0814228,,58.63254762,0.595274394,,21.6,1,21.6,1.461895272,,1,0,167.869191
26,897.6470588,0.416666667,214.2857143,611.5747476,18.18181818,0.570153419,196.9327055,20.84607783,,1.313207192,10.84236864,13.33333333,1,13.33333333,0.95931523,,1,1,268.6540448
27,964.7058824,0.083333333,35.71428571,617.8316518,22.72736364,0.815914512,197.5382443,,58.63254762,0.365203266,40.03336113,13.33333333,2,13.33333333,1.163362864,,1,0,121.9018933
28,897.6470588,0.138888889,,613.3236696,18.18181818,0.709482007,197.0710636,8.337575558,58.63254762,,15.01251043,,1,,1.093349383,,0,0,108.6540448
29,870.5882353,4.166666667,35.71428571,614.2970436,12.72727273,0.744089488,197.3106837,,58.63254762,0.95770572,10.00834028,4.333333333,1,4.333333333,1.089648949,,1,0,102.1222031
30,944.7058824,0.138888889,142.8571429,611.5747476,272.7272727,0.559709593,196.9112949,22.08666116,47.89968639,7.090625849,,10.73333333,1,10.4,0.95931523,1000,0,0,250.080895
31,947.0588235,0.388888889,71.42857143,620.788538,31.81818182,0.559709593,198.2632555,204.5165789,58.63254762,6.918765488,40.03336113,13.33333333,1,13.33333333,0.95931523,130.41,0,0,107.7435456
32,967.0588235,,,646.5794482,5.454545455,1.231655408,198.2908317,,58.63254762,0.009701795,,6.666666667,1,6.666666667,1.538154223,,1,0,179.8313253
33,865.8823529,194.4444444,71.42857143,621.2402116,,0.788811405,197.316497,394.0092659,58.63254762,5.522400058,,16.66666667,1,16.66666667,1.16003879,1000,1,0,102.0688468
34,927.0588235,0.138888889,,619.1586617,18.18181818,1.026348477,197.56309,3.422298844,58.63254762,1.029083208,,14,1,14,1.206994301,,1,0,234.2667814
35,948.2352941,0.277777778,,622.3571407,,0.886250118,197.5757955,198.219549,58.63254762,7.164082293,218.5154295,8.466666667,1,8.466666667,1.247554325,,0,0,125.5215146
36,945.8823529,1.944444444,321.4285714,728.1520424,3.181818182,2.805314791,225.9370737,,56.21336069,10.32894627,,8.2,4,9.333333333,2.377992272,1000,0,1,77.89672978
37,898.8235294,0.083333333,607.1428571,616.637693,,0.66389365,197.2297094,,58.63254762,2.744221888,8.34028357,10.66666667,1,10.66666667,1.019132777,990.66,0,0,87.13597246
38,975.2941176,0.027777778,,640.8267377,22.72736364,3.536887441,202.3811968,,58.63254762,0.058210767,40.03336113,8.333333333,2,8.333333333,3.718149571,,0,0,177.0120482
39,915.2941176,0.388888889,107.1428571,624.9743964,22.72736364,5.888860699,205.6016453,,57.06554988,,5.004170142,,5,,4.883083672,,0,1,142.4888124
40,961.1764706,0.138888889,285.7142857,614.6559315,11.36363636,0.73610893,197.181295,66.27281711,58.63254762,10.05313811,180.1501251,8.666666667,2,8.666666667,0.991329514,347.76,1,0,98.34423408
41,898.8235294,,71.42857143,611.5747476,4.090909091,0.651287304,197.0087327,22.08666116,,0.22383426,,2.266666667,1,2.266666667,1.026115176,,0,1,131.8468158
42,910.5882353,0.138888889,107.1428571,626.2663929,6.636363636,0.741153617,198.1186658,,58.63254762,39.21534658,180.1501251,7.533333333,2,19.33333333,1.051431305,989.93,0,0,150.9242685
43,985.8823529,0.138888889,35.71428571,611.6815386,5.454545455,0.567324957,196.9269069,110.0568529,58.63254762,5.385881949,10.00834028,18,1,18,0.970511281,664.82,0,0,98.9070568
44,922.3529412,,,631.0194692,18.18181818,3.862973264,203.9781651,,51.72380484,,200.1668057,,2,,3.415406142,,1,1,138.6609294
45,800,0.903688889,35.71428571,640.1089619,22.72727273,1.647446428,199.3039801,259.7011478,58.63254762,15.46396754,,21.6,1,21.6,1.606093776,1000,1,1,207.1239243
46,955.2941176,,35.71428571,620.3281111,27.27272727,0.568660421,196.9296447,109.9627397,58.63254762,,,,1,,0.972474669,,0,0,102.8399312
47,878.8235294,0.066666667,571.4285714,615.8446383,5.454545455,0.578588679,196.9470991,70.49507831,58.63254762,4.785063671,20.01668057,7.333333333,1,7.333333333,0.985044566,1000,0,0,76.46299484
48,988.2352941,6.666666667,,611.5747476,22.72736364,1.516674832,198.6724359,4.701383037,,,210.175146,,1,,1.650475301,,0,1,142.8709122
49,938.8235294,0.388888889,,632.4427661,7.727272727,0.806279841,197.3487634,,58.63254762,0.400545518,200.1668057,4.333333333,1,4.333333333,1.091362308,,0,0,110.1376936
50,,0.083333333,535.7142857,668.6151654,6.818181818,0.738876526,197.2460995,66.17442602,58.63254762,34.15863266,10.00834028,16.66666667,1,16.66666667,1.007957781,987.22,1,0,116.2960413
51,868.2352941,6.666666667,71.42857143,642.7472256,8.181818182,2.431560439,199.9156992,,58.59176274,3.587585029,,9.866666667,2,9.866666667,1.750313335,,0,1,648.7521515
52,876.4705882,1.944444444,107.1428571,657.6034341,22.72736364,5.373285848,207.3386892,,58.0304341,3.920910971,180.1501251,6.666666667,4,6.666666667,4.725831004,,0,0,110.616179
53,957.6470588,0.388888889,392.8571429,611.5747476,,1.925326672,199.6566796,,,,218.5154295,,2,,1.97270786,,0,1,131.4509466
54,965.8823529,,,611.5747476,10.90909091,0.559709593,196.9112949,22.08666116,47.89968639,3.465619612,,11.66666667,1,18.86666667,0.95931523,,0,0,107.4165232
55,907.0588235,0.194444444,35.71428571,654.5695183,22.72727273,5.923543367,209.1032874,,55.78619282,1.483681582,4.170141785,,2,,5.25986737,,0,1,138.9122203
56,940,0.111111111,892.8571429,654.5835237,13.63636364,22.6510583,241.2782437,,49.68134135,2.989538694,,15,0,15,17.45030347,,1,1,77.93287435
57,912.9411765,0.138888889,214.2857143,622.2556017,5.181818182,0.887667929,197.117298,50.13667806,58.63254762,0.145526918,40.03336113,4.733333333,1,4.733333333,1.056313457,1000,0,0,93.30636833
58,941.1764706,0.138888889,35.71428571,638.6086354,,1.531884079,199.0648445,,58.63254762,0.272343233,70.05838198,18.33333333,1,18.33333333,1.476010087,,2,0,105.4148021
59,960,4.341111111,35.71428571,619.2934635,8.181818182,0.927341579,197.7203412,,58.63254762,2.91746822,200.1668057,15.33333333,1,15.33333333,1.309719516,,2,0,103.8468158
60,877.6470588,0.388888889,71.42857143,611.5747476,9.090909091,0.901054787,197.1769791,22.08666116,,,160.1334445,,1,,1.181538682,,0,1,126.9466437
61,910.5882353,0.055555556,464.2857143,657.6472009,8.636363636,0.977176209,197.9736944,118.2233136,58.63254762,2.146175553,,3,2,4.333333333,1.368484308,1000,0,0,108.4629948
62,1000,0.194444444,35.71428571,634.3982675,15.90909091,1.458784457,199.7629547,,58.63254762,0.273036218,150.1251043,4,2,4,1.588802273,989.85,1,0,104.2375215
63,861.1764706,0.083333333,214.2857143,687.1005184,,2.285604658,199.3178673,,58.63254762,41.99005982,88.40700584,14.33333333,1,14.33333333,2.192996874,995.03,0,0,144.0464716
64,968.2352941,0.138888889,35.71428571,616.2245343,3.636363636,0.693692746,197.2505181,,58.63254762,1.785823183,350.2919099,6,1,6,1.060303399,,0,0,111.3562823
65,987.0588235,0.555555556,428.5714286,611.5747476,7.272727273,0.620714856,196.9741909,18.98520284,,1.665936722,190.1584654,5.8,1,9,0.988021231,,0,0,76.45438898
66,865.8823529,0.222222222,571.4285714,675.3797647,4.090909091,3.013296229,201.5482222,,58.63254762,4.058122065,50.04170142,8,2,8,2.499061745,,0,1,280.404475
67,927.0588235,4.166666667,,611.5747476,13.63636364,4.209388208,203.5543195,,,11.16260762,,66.66666667,1,66.66666667,3.019535993,,0,1,219.5318417
68,847.0588235,0.833333333,285.7142857,613.6790562,22.72736364,0.762223866,197.2081299,,58.63254762,3.45106692,40.03336113,13.33333333,4,13.33333333,1.036516397,977.31,0,1,111.383821
69,858.8235294,0.3374,285.7142857,612.2715153,22.72736364,0.559709593,196.9609276,210.0735366,58.63254762,14.12234795,15.01251043,10,1,10,0.95931523,724.67,0,0,81.29776248
70,,13.33333333,71.42857143,611.5747476,13.63636364,1.189110332,197.9801682,22.08666116,,0.325703103,10.00834028,20,1,20,1.365260246,,0,1,100.3304647
71,941.1764706,0.666666667,107.1428571,611.5747476,36.36363636,6.588579142,203.3171142,22.08666116,,8.053182466,40.03336113,,3,,5.352901974,,0,0,99.69535284
72,896.4705882,0.388888889,71.42857143,611.5747476,3.909090909,0.559709593,196.9112949,22.08666116,47.89968639,0.362431325,210.175146,7.333333333,2,7.333333333,0.95931523,,1,0,179.0481928
73,872.9411765,1.111111111,,659.3488548,36.36363636,8.55644373,213.2943566,,56.81225435,0.448361505,250.2085071,12.33333333,6,12.33333333,6.310653863,,1,1,756.626506
74,912.9411765,0.833333333,71.42857143,621.1159138,5.636363636,0.867038061,197.5113434,,58.63254762,3.936156648,100.0834028,3.333333333,1,6,1.165118333,802.11,0,0,105.8106713
75,974.1176471,0.111111111,,614.4651082,13.63636364,0.806075762,197.3354414,,58.63254762,8.906247401,,23.33333333,1,23.33333333,1.030084063,,1,1,113.3872633
76,947.0588235,0.029333333,,613.813858,20.54545455,0.75157238,197.0568314,10.51073532,58.63254762,0.128895271,,6.666666667,2,6.666666667,0.993224473,,0,0,131.9879518
77,956.4705882,,35.71428571,608.4322901,8.418181818,0.559709593,196.8124991,22.08666116,47.89968639,5.430233009,,6.666666667,1,6,0.95931523,1000,0,0,101.6230637
78,924.7058824,,,611.5747476,40.90909091,3.067978627,201.9824024,22.08666116,,,,,1,,3.074374008,,1,1,567.5645439
79,885.8823529,0.388888889,71.42857143,672.6837287,5.227272727,1.997162437,199.9942954,,58.63254762,,80.06672227,,1,,2.422526446,,0,0,163.8175559
80,943.5294118,11.11111111,,692.4260647,22.72727273,16.35040581,230.1043174,,57.60004637,0.726248621,120.1000834,13.16666667,4,13.16666667,13.54361072,,0,1,313.2581756
81,850.5882353,0.027777778,285.7142857,611.5747476,11.36363636,0.923918782,197.6512429,22.08666116,,1.349935414,80.06672227,14.66666667,2,14.66666667,1.080816333,,1,1,109.3545611
82,911.7647059,0.222222222,71.42857143,667.718821,18.18181818,3.329375027,202.6547862,,58.63254762,0.143447962,40.03336113,6.666666667,1,6.666666667,2.995285778,,0,0,126.0413081
83,,0.138888889,71.42857143,618.9415783,,0.770501591,197.3406161,,58.63254762,1.189162818,10.00834028,13.33333333,1,8,1.121836937,,0,0,102.2547332
84,956.4705882,0.388888889,35.71428571,627.5391319,,0.733276888,199.9232079,,58.63254762,8.953370403,88.40700584,5.333333333,2,16.66666667,1.083063965,1000,0,0,106.3012048
85,803.5294118,0.022222222,35.71428571,620.1180304,,0.980033313,197.2933761,200.5467122,58.63254762,3.825971981,,20,1,20,1.50035505,,0,0,109.5215146
86,923.5294118,0.066666667,35.71428571,637.0995555,5.454545455,0.795470821,197.4463628,,58.63254762,0.301448617,,3.333333333,1,3.333333333,1.222203981,,0,0,105.7091222
87,891.7647059,0.027777778,142.8571429,611.7183028,8.181818182,0.559709593,196.9225176,210.0735366,58.63254762,0.01039478,,5,2,5,0.95931523,,0,0,113.1841652
88,916.4705882,0.166666667,,611.5747476,11.36363636,0.559709593,196.9112949,22.08666116,47.89968639,3.717173285,,18.33333333,1,18.33333333,0.95931523,,0,0,320.2702238
89,818.8235294,0.111111111,964.2857143,611.5747476,5,1.10994563,198.102628,22.08666116,,,170.1417848,,1,,1.70608446,,0,1,91.48881239
90,969.4117647,0.027777778,250,627.2205095,6.636363636,0.631316217,199.6072376,6.724817228,58.63254762,8.337306449,80.06672227,2.666666667,3,10.66666667,0.994406191,1000,0,0,82.85025818
91,832.9411765,0.138888889,,611.5747476,,1.260369664,198.6929731,22.08666116,,,,,1,,1.537722593,,0,1,106.0567986
92,925.8823529,0.388888889,,613.8226113,22.72727273,0.61016004,197.0432158,82.61429409,58.63254762,14.4127088,,16.66666667,1,16.66666667,1.012874148,,0,0,121.4096386
93,930.5882353,0.166666667,35.71428571,612.8054705,18.18181818,0.62303133,197.029336,,58.63254762,1.320137045,,5.333333333,1,5.333333333,1.00845784,848.29,0,0,99.86402754
94,964.7058824,0.027777778,107.1428571,620.1512931,8.181818182,0.587081225,197.4291139,40.90502693,58.63254762,0.73525743,5.004170142,11.33333333,1,11.33333333,0.996485382,,0,0,124.7607573
95,911.7647059,0.083333333,71.42857143,621.5395766,8.181818182,1.601134845,199.2732918,,51.4565566,,40.03336113,,3,,2.026427323,,0,1,128.7848537
96,970.5882353,0.138888889,,620.5889613,15.45454545,0.701179219,197.1758268,,58.63254762,2.983994811,80.06672227,16.66666667,1,16.66666667,1.060956107,,1,0,107.8709122
97,849.4117647,4.133333333,35.71428571,666.9450236,22.72736364,13.51917658,206.0345851,,58.63254762,61.89121239,210.175146,33.6,2,33.6,13.05323737,239.23,0,0,756.626506
98,898.8235294,0.166666667,892.8571429,622.1645667,11.36363636,0.77070209,197.4589288,,58.63254762,1.956990559,5.004170142,6.666666667,2,6.666666667,1.142457779,,0,0,159.0240964
99,947.0588235,0.138888889,,645.0738696,4.545454545,1.162515632,198.5263782,,52.56633445,,300.2502085,,2,,1.34726866,,0,1,146.1359725
100,935.2941176,,,613.2956589,,0.602630603,196.983476,10.48934596,58.63254762,,,,1,,0.983999706,,0,0,226.929432
101,918.8235294,0.166666667,35.71428571,620.125033,3.909090909,1.075441978,198.048349,,58.63254762,0.492019581,130.1084237,5.6,2,5.6,1.388997242,,1,0,99.38726334
102,877.6470588,1.209655556,321.4285714,647.5143074,8.181818182,0.770881106,199.2619589,9.223095384,58.63254762,8.906247401,5.004170142,16.66666667,1,16.66666667,1.042659223,1000,1,0,99.95869191
103,843.5294118,0.027777778,428.5714286,630.4242405,6.636363636,1.347779869,198.0060929,,50.99933671,1.379040797,15.01251043,4,3,4,1.628930667,,0,1,113.4182444
104,901.1764706,0.083333333,107.1428571,626.5394978,11.36363636,4.052165125,201.2202878,,58.57888331,2.382483549,,36.66666667,2,36.66666667,2.556405318,,0,0,195.0464716
105,892.9411765,0.166666667,178.5714286,614.2445235,,0.615050772,197.0792403,172.7020333,58.63254762,3.852305424,,10.66666667,1,10.66666667,1.040674779,,0,0,99.54216867
106,938.8235294,,,661.4461607,7.272727273,0.832122671,197.4688891,,58.63254762,5.214021588,,9.333333333,1,9.333333333,1.157870114,,0,0,105.292599
107,856.4705882,0.055555556,500,611.5747476,13.63636364,2.151700272,199.2960163,,,,1.668056714,,1,,1.571342329,,0,0,102.3339071
108,,,392.8571429,672.5226668,5.454545455,0.738726152,202.0219428,123.6690466,58.63254762,,10.00834028,,1,,1.090909623,,1,0,92.18416523
109,872.9411765,,35.71428571,677.7414221,12.72727273,2.936089968,201.0724611,66.1444809,58.63254762,1.146197728,7.506255213,33.33333333,1,33.33333333,2.639249252,,1,0,112.7693632
110,,0.066666667,142.8571429,741.6182168,16.36363636,1.044307418,199.6374269,,58.63254762,,10.00834028,,1,,1.230926057,,1,0,99.29259897
111,874.1176471,,,613.4969862,,0.653453404,197.05231,7.439222111,58.63254762,,,,1,,1.016156112,,1,0,118.8261618
112,927.0588235,0.166666667,,615.4962544,18.18181818,0.750849153,197.2401761,7.66594941,58.63254762,2.963205251,40.03336113,23.33333333,1,23.33333333,1.099444835,,1,0,102.2013769
113,862.3529412,0.138888889,535.7142857,618.5389236,3.636363636,0.559709593,197.1127766,210.0735366,58.63254762,0.731099518,,10.66666667,1,10.66666667,0.95931523,872.99,0,0,103.697074
114,965.8823529,0.083333333,35.71428571,616.4888859,2.727272727,0.627614154,197.0142964,9.077647683,58.63254762,,40.03336113,,1,,1.004852154,,0,0,113.1703959
115,947.0588235,0.027777778,71.42857143,611.5747476,11.36363636,1.89481151,199.7434672,22.08666116,,0.306992499,5.004170142,10,1,10,1.959911621,,0,1,175.0051635
116,944.7058824,0.144444444,,621.1299192,13.63636364,0.705787105,197.4521026,2.712171834,58.63254762,,,,1,,1.107019409,,1,0,106.0567986
117,940,1.944444444,,611.5747476,11.36363636,0.758457357,197.3652196,10.07867009,,5.661690108,40.03336113,11.33333333,1,11.33333333,1.063206371,860.83,0,1,103.2788296
118,980,0.277777778,35.71428571,621.9982528,22.72727273,0.885111573,197.837707,,58.63254762,,,,2,,1.197274739,,0,0,101.5714286
119,834.1176471,0.133333333,892.8571429,614.1762472,5.636363636,0.593210752,197.01161,14.72871865,58.63254762,11.51187222,20.01668057,6.133333333,2,6.666666667,0.96415264,1000,1,0,126.605852
120,957.6470588,1.666666667,,657.8100135,11.36363636,16.60185605,216.8743087,,55.17441973,5.774646716,,8,4,8,20.50737018,837.27,0,1,469.6987952
121,960,0.138888889,,611.5747476,90.90909091,1.4289782,198.8497251,22.08666116,,2.187754672,300.2502085,8.333333333,1,8.333333333,1.949870969,,0,1,100.4492255
122,931.7647059,0.833333333,285.7142857,611.5747476,5.454545455,0.949983593,197.4564992,65.66963694,,6.945791916,260.2168474,,1,11.53333333,1.167647577,1000,0,1,83.21342513
123,964.7058824,,,615.765858,9.090909091,0.691608994,197.1748726,6.151582172,58.63254762,,,,1,,1.083074493,,1,0,133.5817556
124,823.5294118,0.111111111,785.7142857,689.6459965,8.181818182,1.650009946,197.2386201,0.953965803,58.63254762,0.1275093,,0.666666667,1,0.666666667,1.760790881,,0,0,208.3562823
125,935.2941176,0.133333333,35.71428571,615.3141845,14.54545455,0.622666137,197.0680469,52.55795449,58.63254762,0.762976843,240.2001668,8,1,8,1.051873462,,0,0,135.2908778
126,952.9411765,0.083333333,,611.5747476,8.181818182,2.593616969,200.4722291,4.675715795,47.89968639,0.235615011,130.1084237,15.8,2,15.8,2.318490551,,1,1,242.2805508
127,829.4117647,0.027777778,321.4285714,633.0590029,8.181818182,1.091825574,197.3916948,237.9310492,58.63254762,0.848214038,5.004170142,3,1,3,1.07679744,,2,0,231.4406196
128,975.2941176,0.833333333,35.71428571,618.1082581,6.363636364,0.663954516,197.1852439,,58.63254762,5.726137743,250.2085071,4,1,4,1.041606468,985.48,0,0,111.858864
129,948.2352941,0.027777778,,619.521051,11.36363636,0.927302195,197.7441667,176.5948982,58.63254762,0.054052855,40.03336113,2,1,2,1.280247636,,0,0,109.3958692
130,967.0588235,0.388888889,142.8571429,672.0132211,2.727272727,0.960388036,199.2467799,2.579557753,58.63254762,12.1930768,250.2085071,26.2,1,26.2,1.456276192,973.91,0,0,98.31153184
131,982.3529412,0.138888889,35.71428571,621.5605847,6.636363636,0.900263534,197.8532898,,58.63254762,0.300755631,80.06672227,7.56,1,6.666666667,1.266988185,,0,0,102.1996558
132,903.5294118,0.027777778,1000,615.1706293,18.18181818,1.389583816,198.2132998,,49.95073617,50.812456,80.06672227,8.666666667,4,16.66666667,1.851409412,999.86,1,1,58.15490534
133,851.7647059,0.027777778,750,615.9689361,4.545454545,0.632476244,197.1249609,240.0143737,58.63254762,10.75166732,130.1084237,8.8,2,8.8,1.010444915,1000,0,0,130.0464716
134,932.9411765,0.388888889,,611.5747476,22.72736364,0.808793233,197.3084671,22.08666116,,3.092793507,130.1084237,16.66666667,1,16.66666667,0.985097203,,0,1,103.8141136
135,875.2941176,0.027777778,178.5714286,611.5747476,8.181818182,0.559709593,196.9434071,22.08666116,,,40.03336113,,0,,0.95931523,,0,0,113.1600688
136,871.7647059,0.083333333,35.71428571,618.0522366,6.363636364,0.765123934,197.2118733,56.39520707,58.63254762,,15.01251043,,2,,1.261311203,,0,0,106.3924269
137,940,0.2,,640.3207933,,1.568815195,199.9242943,6.583647401,58.63254762,16.19783899,,5.8,1,13.33333333,2.041926511,1000,0,0,112.4784854
138,937.6470588,1.944444444,,619.44052,7.727272727,0.822065521,197.3631204,,58.63254762,2.006885502,,3.666666667,1,8,1.159625583,843.58,0,0,120.0567986
139,1000,0.055555556,35.71428571,617.1173774,4.545454545,0.711827124,197.1924811,,58.63254762,1.46912889,80.06672227,12.33333333,1,12.33333333,1.076979041,,0,0,133.0413081
140,904.7058824,0.222222222,607.1428571,681.3828213,10.90909091,0.893872643,200.9795226,,58.63254762,7.520276751,,16.33333333,1,6,1.20495722,1000,1,0,326.7332186
141,909.4117647,,,611.5747476,6.590909091,,,,47.89968639,,0.834028357,,1,,,,0,0,111.7969019
142,972.9411765,0.033333333,35.71428571,615.0060661,3.636363636,0.762521033,197.1127252,,58.63254762,2.102517477,30.02502085,4,2,4.333333333,1.046714962,,0,0,100.8296041
143,,0.027777778,178.5714286,614.7172051,11.81818182,0.661151116,197.1483974,337.0365459,58.63254762,9.714961276,10.00834028,12,1,12,0.985634109,557.1,1,0,102.2564544
144,969.4117647,0.055555556,,611.5747476,7.272727273,0.559709593,196.9112949,22.08666116,47.89968639,4.339474107,320.2668891,13,1,13,0.95931523,,0,0,103.3425129
145,972.9411765,0.166666667,,624.5367282,13.63636364,1.53081356,198.5416453,,58.63254762,4.545983734,130.1084237,13.66666667,1,13.66666667,1.48931428,,2,0,137.4182444
146,960,0.388888889,71.42857143,663.0620316,31.81818182,3.031842345,202.4704506,0.350785631,52.09516184,,20.01668057,,3,,3.450957683,,0,1,124.8554217
147,976.4705882,0.138888889,71.42857143,614.5508912,27.27272727,0.71491695,197.2233016,,58.63254762,0.761590873,220.1834862,10,1,10,1.104411208,,0,0,98.767642
148,955.2941176,0.833333333,71.42857143,613.2063745,2.272727273,0.588491875,196.9660215,65.99047745,58.63254762,0.533598701,180.1501251,6.666666667,2,6.666666667,0.979617613,,0,0,101.6678141
149,969.4117647,0.111111111,35.71428571,616.3540841,9.090909091,0.905848851,197.1918132,130.9756546,58.63254762,0.631309631,200.1668057,13.33333333,1,13.33333333,1.362402015,,0,0,105.5232358
150,882.3529412,1.111111111,214.2857143,615.856893,,0.905684156,197.841722,1.112247124,52.04149753,13.85832054,,16.66666667,2,16.66666667,1.33929404,,0,1,100.9776248
151,964.7058824,0.013888889,,616.2192823,3.863636364,0.82486534,197.357175,4.431877003,58.63254762,,3.336113428,,1,,1.130040532,,0,0,102.3493976
152,976.4705882,0.156088889,,634.2161976,31.81818182,2.060591584,200.4712162,,58.63254762,0.598739321,15.01251043,12,1,12,2.423931874,,0,0,167.8192771
153,964.7058824,,,611.5747476,11.36363636,1.226016386,198.0338306,22.08666116,,,,,1,,1.387375999,,0,1,181.1376936
154,895.2941176,0.083333333,35.71428571,640.8424937,8.181818182,1.026935651,197.8684541,,58.63254762,0.293132793,15.01251043,3,1,3,1.232778906,,0,0,112.3975904
155,898.8235294,0.027777778,142.8571429,615.841137,11.36363636,0.915859457,197.0722674,13.15018331,58.63254762,0.379062973,,10,4,10,1.368671172,,1,0,125.5662651
156,956.4705882,0.852333333,,613.829614,22.72736364,0.625784605,197.0437003,2.198827007,58.63254762,3.390777197,15.01251043,20.86666667,1,11.33333333,0.988792374,,0,0,126.9862306
157,,0.333333333,214.2857143,670.7002166,13.63636364,2.692473493,201.7238966,,58.62503461,0.92652138,10.00834028,8,2,8,2.872255548,,1,1,96.22203098
158,954.1176471,0.083333333,,649.4785621,22.72736364,18.22465906,222.5395561,,58.63254762,4.900099235,,40.4,4,12.66666667,17.77531004,,0,0,197.3476764
159,908.2352941,0.555555556,35.71428571,611.5747476,31.81818182,0.867578691,197.5867614,22.08666116,,7.365048038,,20,2,20,1.188581613,,1,1,103.2839931
